Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge
,,,,,,,,,3.61E-02,-3.88E-16,,3.17E-02,-4.66E-16
,,,,,,,,,3.61E-02,-3.88E-16,,3.17E-02,-4.66E-16
,,,,,,,,,3.61E-02,-3.88E-16,,3.17E-02,-4.66E-16
,,,,,,,,,3.61E-02,-3.88E-16,,3.17E-02,-4.66E-16
,,,,,,,,,3.61E-02,-3.88E-16,,3.17E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.17E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.62E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.18E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.63E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.19E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.64E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.20E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.65E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.21E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.66E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.22E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.67E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.23E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.68E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.24E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.69E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.25E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.70E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.26E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.71E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.27E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.72E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.28E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.73E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.29E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.74E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.30E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.75E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.31E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.76E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.32E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.77E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.33E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.78E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.34E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.79E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.35E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.80E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.36E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.81E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.37E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.82E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.38E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.83E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.39E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.84E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.40E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.85E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.41E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.86E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.42E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.87E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.43E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.88E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.44E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.89E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.45E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.90E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.46E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.91E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.47E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.92E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.48E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.93E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.49E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.94E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.50E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.95E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.96E-02,-3.88E-16,,3.51E-02,-4.66E-16
,,,,,,,,,3.96E-02,-3.88E-16,,3.52E-02,-4.66E-16
