Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge,,Transient time,Fgate Intg Charge
3.60E-03,-6.92E-17,,3.98E-03,-1.60E-16,,3.13E-03,-2.46E-16,,2.57E-03,-3.28E-16,,1.84E-03,-3.94E-16
3.61E-03,-6.92E-17,,3.99E-03,-1.60E-16,,3.14E-03,-2.47E-16,,2.58E-03,-3.28E-16,,1.85E-03,-3.94E-16
3.62E-03,-6.92E-17,,4.01E-03,-1.60E-16,,3.16E-03,-2.47E-16,,2.59E-03,-3.28E-16,,1.86E-03,-3.95E-16
3.63E-03,-6.93E-17,,4.05E-03,-1.61E-16,,3.17E-03,-2.47E-16,,2.60E-03,-3.28E-16,,1.87E-03,-3.95E-16
3.63E-03,-6.93E-17,,4.07E-03,-1.61E-16,,3.19E-03,-2.47E-16,,2.61E-03,-3.28E-16,,1.88E-03,-3.95E-16
3.64E-03,-6.94E-17,,4.08E-03,-1.61E-16,,3.21E-03,-2.47E-16,,2.62E-03,-3.28E-16,,1.89E-03,-3.96E-16
3.65E-03,-6.94E-17,,4.10E-03,-1.61E-16,,3.22E-03,-2.47E-16,,2.63E-03,-3.28E-16,,1.90E-03,-3.96E-16
3.66E-03,-6.95E-17,,4.14E-03,-1.61E-16,,3.24E-03,-2.47E-16,,2.65E-03,-3.28E-16,,1.91E-03,-3.97E-16
3.66E-03,-6.95E-17,,4.15E-03,-1.61E-16,,3.26E-03,-2.47E-16,,2.66E-03,-3.28E-16,,1.92E-03,-3.97E-16
3.67E-03,-6.96E-17,,4.16E-03,-1.61E-16,,3.27E-03,-2.47E-16,,2.67E-03,-3.28E-16,,1.93E-03,-3.97E-16
3.68E-03,-6.96E-17,,4.18E-03,-1.61E-16,,3.29E-03,-2.48E-16,,2.68E-03,-3.29E-16,,1.94E-03,-3.97E-16
3.69E-03,-6.97E-17,,4.22E-03,-1.61E-16,,3.31E-03,-2.48E-16,,2.69E-03,-3.29E-16,,1.95E-03,-3.98E-16
3.70E-03,-6.97E-17,,4.23E-03,-1.61E-16,,3.32E-03,-2.48E-16,,2.70E-03,-3.29E-16,,1.96E-03,-3.98E-16
3.71E-03,-6.98E-17,,4.24E-03,-1.62E-16,,3.34E-03,-2.48E-16,,2.71E-03,-3.29E-16,,1.97E-03,-3.98E-16
3.72E-03,-6.98E-17,,4.26E-03,-1.62E-16,,3.36E-03,-2.48E-16,,2.72E-03,-3.29E-16,,1.98E-03,-3.98E-16
3.73E-03,-6.98E-17,,4.30E-03,-1.62E-16,,3.37E-03,-2.48E-16,,2.74E-03,-3.29E-16,,1.99E-03,-3.99E-16
3.73E-03,-6.99E-17,,4.33E-03,-1.62E-16,,3.39E-03,-2.48E-16,,2.75E-03,-3.29E-16,,2.00E-03,-3.99E-16
3.75E-03,-7.00E-17,,4.34E-03,-1.62E-16,,3.41E-03,-2.48E-16,,2.76E-03,-3.29E-16,,2.01E-03,-3.99E-16
3.76E-03,-7.00E-17,,4.36E-03,-1.62E-16,,3.43E-03,-2.48E-16,,2.77E-03,-3.29E-16,,2.02E-03,-3.99E-16
3.76E-03,-7.00E-17,,4.37E-03,-1.62E-16,,3.44E-03,-2.48E-16,,2.79E-03,-3.29E-16,,2.03E-03,-4.00E-16
3.77E-03,-7.01E-17,,4.38E-03,-1.62E-16,,3.46E-03,-2.48E-16,,2.80E-03,-3.29E-16,,2.04E-03,-4.00E-16
3.77E-03,-7.01E-17,,4.40E-03,-1.62E-16,,3.48E-03,-2.49E-16,,2.81E-03,-3.29E-16,,2.05E-03,-4.00E-16
3.78E-03,-7.01E-17,,4.42E-03,-1.62E-16,,3.50E-03,-2.49E-16,,2.82E-03,-3.29E-16,,2.06E-03,-4.00E-16
3.79E-03,-7.02E-17,,4.44E-03,-1.62E-16,,3.51E-03,-2.49E-16,,2.84E-03,-3.30E-16,,2.07E-03,-4.00E-16
3.80E-03,-7.02E-17,,4.46E-03,-1.63E-16,,3.53E-03,-2.49E-16,,2.85E-03,-3.30E-16,,2.08E-03,-4.00E-16
3.81E-03,-7.03E-17,,4.48E-03,-1.63E-16,,3.55E-03,-2.49E-16,,2.87E-03,-3.30E-16,,2.09E-03,-4.01E-16
3.82E-03,-7.03E-17,,4.50E-03,-1.63E-16,,3.57E-03,-2.49E-16,,2.88E-03,-3.30E-16,,2.10E-03,-4.01E-16
3.83E-03,-7.04E-17,,4.54E-03,-1.63E-16,,3.59E-03,-2.49E-16,,2.89E-03,-3.30E-16,,2.11E-03,-4.01E-16
3.84E-03,-7.05E-17,,4.57E-03,-1.63E-16,,3.60E-03,-2.49E-16,,2.91E-03,-3.30E-16,,2.12E-03,-4.01E-16
3.86E-03,-7.06E-17,,4.58E-03,-1.63E-16,,3.62E-03,-2.49E-16,,2.92E-03,-3.30E-16,,2.13E-03,-4.01E-16
3.89E-03,-7.07E-17,,4.61E-03,-1.63E-16,,3.64E-03,-2.49E-16,,2.94E-03,-3.30E-16,,2.14E-03,-4.01E-16
3.90E-03,-7.08E-17,,4.63E-03,-1.63E-16,,3.66E-03,-2.49E-16,,2.95E-03,-3.30E-16,,2.15E-03,-4.01E-16
3.91E-03,-7.08E-17,,4.65E-03,-1.63E-16,,3.68E-03,-2.50E-16,,2.97E-03,-3.30E-16,,2.16E-03,-4.02E-16
3.93E-03,-7.09E-17,,4.68E-03,-1.63E-16,,3.70E-03,-2.50E-16,,2.98E-03,-3.30E-16,,2.17E-03,-4.02E-16
3.94E-03,-7.10E-17,,4.71E-03,-1.64E-16,,3.72E-03,-2.50E-16,,3.00E-03,-3.30E-16,,2.18E-03,-4.02E-16
3.95E-03,-7.10E-17,,4.74E-03,-1.64E-16,,3.73E-03,-2.50E-16,,3.01E-03,-3.30E-16,,2.19E-03,-4.02E-16
3.97E-03,-7.11E-17,,4.77E-03,-1.64E-16,,3.75E-03,-2.50E-16,,3.03E-03,-3.30E-16,,2.20E-03,-4.02E-16
4.01E-03,-7.13E-17,,4.79E-03,-1.64E-16,,3.77E-03,-2.50E-16,,3.04E-03,-3.31E-16,,2.21E-03,-4.02E-16
4.02E-03,-7.14E-17,,4.81E-03,-1.64E-16,,3.79E-03,-2.50E-16,,3.06E-03,-3.31E-16,,2.22E-03,-4.02E-16
4.03E-03,-7.14E-17,,4.83E-03,-1.64E-16,,3.81E-03,-2.50E-16,,3.08E-03,-3.31E-16,,2.23E-03,-4.02E-16
4.04E-03,-7.15E-17,,4.85E-03,-1.64E-16,,3.83E-03,-2.50E-16,,3.09E-03,-3.31E-16,,2.24E-03,-4.03E-16
4.06E-03,-7.16E-17,,4.87E-03,-1.64E-16,,3.85E-03,-2.50E-16,,3.11E-03,-3.31E-16,,2.25E-03,-4.03E-16
4.07E-03,-7.16E-17,,4.89E-03,-1.64E-16,,3.87E-03,-2.50E-16,,3.13E-03,-3.31E-16,,2.26E-03,-4.03E-16
4.09E-03,-7.17E-17,,4.92E-03,-1.64E-16,,3.89E-03,-2.50E-16,,3.14E-03,-3.31E-16,,2.27E-03,-4.03E-16
4.10E-03,-7.18E-17,,4.95E-03,-1.64E-16,,3.91E-03,-2.50E-16,,3.16E-03,-3.31E-16,,2.28E-03,-4.03E-16
4.11E-03,-7.18E-17,,4.97E-03,-1.64E-16,,3.93E-03,-2.51E-16,,3.18E-03,-3.31E-16,,2.29E-03,-4.03E-16
4.12E-03,-7.19E-17,,4.98E-03,-1.65E-16,,3.95E-03,-2.51E-16,,3.20E-03,-3.31E-16,,2.30E-03,-4.03E-16
4.13E-03,-7.19E-17,,5.00E-03,-1.65E-16,,3.97E-03,-2.51E-16,,3.22E-03,-3.31E-16,,2.31E-03,-4.03E-16
4.14E-03,-7.19E-17,,5.02E-03,-1.65E-16,,3.99E-03,-2.51E-16,,3.23E-03,-3.31E-16,,2.32E-03,-4.03E-16
4.16E-03,-7.20E-17,,5.06E-03,-1.65E-16,,4.01E-03,-2.51E-16,,3.25E-03,-3.31E-16,,2.33E-03,-4.03E-16
4.17E-03,-7.21E-17,,5.10E-03,-1.65E-16,,4.03E-03,-2.51E-16,,3.27E-03,-3.31E-16,,2.34E-03,-4.04E-16
4.19E-03,-7.22E-17,,5.12E-03,-1.65E-16,,4.05E-03,-2.51E-16,,3.29E-03,-3.32E-16,,2.35E-03,-4.04E-16
4.22E-03,-7.23E-17,,5.15E-03,-1.65E-16,,4.07E-03,-2.51E-16,,3.31E-03,-3.32E-16,,2.36E-03,-4.04E-16
4.23E-03,-7.24E-17,,5.18E-03,-1.65E-16,,4.09E-03,-2.51E-16,,3.33E-03,-3.32E-16,,2.37E-03,-4.04E-16
4.25E-03,-7.25E-17,,5.22E-03,-1.65E-16,,4.11E-03,-2.51E-16,,3.35E-03,-3.32E-16,,2.38E-03,-4.04E-16
4.26E-03,-7.25E-17,,5.25E-03,-1.65E-16,,4.14E-03,-2.51E-16,,3.37E-03,-3.32E-16,,2.39E-03,-4.04E-16
4.27E-03,-7.26E-17,,5.28E-03,-1.65E-16,,4.16E-03,-2.51E-16,,3.39E-03,-3.32E-16,,2.40E-03,-4.04E-16
4.29E-03,-7.26E-17,,5.31E-03,-1.66E-16,,4.18E-03,-2.51E-16,,3.41E-03,-3.32E-16,,2.41E-03,-4.04E-16
4.33E-03,-7.28E-17,,5.36E-03,-1.66E-16,,4.20E-03,-2.52E-16,,3.43E-03,-3.32E-16,,2.42E-03,-4.04E-16
4.34E-03,-7.28E-17,,5.39E-03,-1.66E-16,,4.22E-03,-2.52E-16,,3.45E-03,-3.32E-16,,2.43E-03,-4.04E-16
4.35E-03,-7.29E-17,,5.42E-03,-1.66E-16,,4.24E-03,-2.52E-16,,3.47E-03,-3.32E-16,,2.44E-03,-4.04E-16
4.36E-03,-7.29E-17,,5.43E-03,-1.66E-16,,4.26E-03,-2.52E-16,,3.49E-03,-3.32E-16,,2.45E-03,-4.04E-16
4.37E-03,-7.30E-17,,5.45E-03,-1.66E-16,,4.29E-03,-2.52E-16,,3.52E-03,-3.32E-16,,2.46E-03,-4.05E-16
4.38E-03,-7.30E-17,,5.48E-03,-1.66E-16,,4.31E-03,-2.52E-16,,3.54E-03,-3.32E-16,,2.47E-03,-4.05E-16
4.39E-03,-7.31E-17,,5.50E-03,-1.66E-16,,4.33E-03,-2.52E-16,,3.56E-03,-3.32E-16,,2.48E-03,-4.05E-16
4.40E-03,-7.31E-17,,5.52E-03,-1.66E-16,,4.35E-03,-2.52E-16,,3.58E-03,-3.32E-16,,2.49E-03,-4.05E-16
4.41E-03,-7.32E-17,,5.56E-03,-1.66E-16,,4.38E-03,-2.52E-16,,3.61E-03,-3.33E-16,,2.50E-03,-4.05E-16
4.42E-03,-7.32E-17,,5.60E-03,-1.66E-16,,4.40E-03,-2.52E-16,,3.63E-03,-3.33E-16,,2.51E-03,-4.05E-16
4.43E-03,-7.33E-17,,5.64E-03,-1.67E-16,,4.42E-03,-2.52E-16,,3.66E-03,-3.33E-16,,2.52E-03,-4.05E-16
4.44E-03,-7.33E-17,,5.68E-03,-1.67E-16,,4.45E-03,-2.52E-16,,3.68E-03,-3.33E-16,,2.53E-03,-4.05E-16
4.45E-03,-7.33E-17,,5.71E-03,-1.67E-16,,4.47E-03,-2.52E-16,,3.70E-03,-3.33E-16,,2.54E-03,-4.05E-16
4.46E-03,-7.34E-17,,5.75E-03,-1.67E-16,,4.49E-03,-2.52E-16,,3.73E-03,-3.33E-16,,2.55E-03,-4.05E-16
4.47E-03,-7.34E-17,,5.80E-03,-1.67E-16,,4.52E-03,-2.52E-16,,3.75E-03,-3.33E-16,,2.56E-03,-4.05E-16
4.50E-03,-7.36E-17,,5.83E-03,-1.67E-16,,4.54E-03,-2.53E-16,,3.78E-03,-3.33E-16,,2.57E-03,-4.05E-16
4.51E-03,-7.36E-17,,5.87E-03,-1.67E-16,,4.57E-03,-2.53E-16,,3.80E-03,-3.33E-16,,2.58E-03,-4.05E-16
4.52E-03,-7.36E-17,,5.91E-03,-1.67E-16,,4.59E-03,-2.53E-16,,3.83E-03,-3.33E-16,,2.59E-03,-4.05E-16
4.53E-03,-7.37E-17,,5.95E-03,-1.67E-16,,4.62E-03,-2.53E-16,,3.86E-03,-3.33E-16,,2.60E-03,-4.05E-16
4.54E-03,-7.37E-17,,5.99E-03,-1.67E-16,,4.64E-03,-2.53E-16,,3.88E-03,-3.33E-16,,2.61E-03,-4.05E-16
4.56E-03,-7.38E-17,,6.03E-03,-1.68E-16,,4.67E-03,-2.53E-16,,3.91E-03,-3.33E-16,,2.62E-03,-4.06E-16
4.59E-03,-7.39E-17,,6.07E-03,-1.68E-16,,4.69E-03,-2.53E-16,,3.94E-03,-3.33E-16,,2.64E-03,-4.06E-16
4.60E-03,-7.40E-17,,6.12E-03,-1.68E-16,,4.72E-03,-2.53E-16,,3.97E-03,-3.33E-16,,2.65E-03,-4.06E-16
4.61E-03,-7.40E-17,,6.16E-03,-1.68E-16,,4.74E-03,-2.53E-16,,3.99E-03,-3.34E-16,,2.66E-03,-4.06E-16
4.62E-03,-7.40E-17,,6.20E-03,-1.68E-16,,4.77E-03,-2.53E-16,,4.02E-03,-3.34E-16,,2.67E-03,-4.06E-16
4.63E-03,-7.41E-17,,6.24E-03,-1.68E-16,,4.79E-03,-2.53E-16,,4.05E-03,-3.34E-16,,2.68E-03,-4.06E-16
4.64E-03,-7.41E-17,,6.28E-03,-1.68E-16,,4.82E-03,-2.53E-16,,4.08E-03,-3.34E-16,,2.69E-03,-4.06E-16
4.65E-03,-7.42E-17,,6.33E-03,-1.68E-16,,4.85E-03,-2.53E-16,,4.11E-03,-3.34E-16,,2.71E-03,-4.06E-16
4.66E-03,-7.42E-17,,6.37E-03,-1.68E-16,,4.87E-03,-2.53E-16,,4.14E-03,-3.34E-16,,2.72E-03,-4.06E-16
4.68E-03,-7.43E-17,,6.42E-03,-1.68E-16,,4.90E-03,-2.53E-16,,4.17E-03,-3.34E-16,,2.73E-03,-4.06E-16
4.71E-03,-7.44E-17,,6.46E-03,-1.69E-16,,4.93E-03,-2.54E-16,,4.20E-03,-3.34E-16,,2.74E-03,-4.06E-16
4.73E-03,-7.45E-17,,6.51E-03,-1.69E-16,,4.96E-03,-2.54E-16,,4.23E-03,-3.34E-16,,2.76E-03,-4.06E-16
4.76E-03,-7.46E-17,,6.56E-03,-1.69E-16,,4.98E-03,-2.54E-16,,4.26E-03,-3.34E-16,,2.77E-03,-4.06E-16
4.80E-03,-7.47E-17,,6.60E-03,-1.69E-16,,5.01E-03,-2.54E-16,,4.30E-03,-3.34E-16,,2.78E-03,-4.06E-16
4.83E-03,-7.49E-17,,6.64E-03,-1.69E-16,,5.04E-03,-2.54E-16,,4.33E-03,-3.34E-16,,2.80E-03,-4.06E-16
4.86E-03,-7.50E-17,,6.68E-03,-1.69E-16,,5.07E-03,-2.54E-16,,4.36E-03,-3.34E-16,,2.81E-03,-4.07E-16
4.87E-03,-7.50E-17,,6.73E-03,-1.69E-16,,5.10E-03,-2.54E-16,,4.39E-03,-3.34E-16,,2.82E-03,-4.07E-16
4.88E-03,-7.50E-17,,6.78E-03,-1.69E-16,,5.12E-03,-2.54E-16,,4.43E-03,-3.34E-16,,2.84E-03,-4.07E-16
4.90E-03,-7.51E-17,,6.83E-03,-1.69E-16,,5.15E-03,-2.54E-16,,4.46E-03,-3.35E-16,,2.85E-03,-4.07E-16
4.90E-03,-7.51E-17,,6.87E-03,-1.69E-16,,5.18E-03,-2.54E-16,,4.50E-03,-3.35E-16,,2.86E-03,-4.07E-16
4.92E-03,-7.52E-17,,6.92E-03,-1.69E-16,,5.21E-03,-2.54E-16,,4.53E-03,-3.35E-16,,2.88E-03,-4.07E-16
4.93E-03,-7.52E-17,,6.97E-03,-1.70E-16,,5.24E-03,-2.54E-16,,4.57E-03,-3.35E-16,,2.89E-03,-4.07E-16
4.95E-03,-7.53E-17,,7.03E-03,-1.70E-16,,5.27E-03,-2.54E-16,,4.60E-03,-3.35E-16,,2.90E-03,-4.07E-16
4.99E-03,-7.55E-17,,7.07E-03,-1.70E-16,,5.30E-03,-2.54E-16,,4.64E-03,-3.35E-16,,2.92E-03,-4.07E-16
5.00E-03,-7.55E-17,,7.12E-03,-1.70E-16,,5.33E-03,-2.54E-16,,4.67E-03,-3.35E-16,,2.93E-03,-4.07E-16
5.01E-03,-7.55E-17,,7.17E-03,-1.70E-16,,5.37E-03,-2.54E-16,,4.71E-03,-3.35E-16,,2.95E-03,-4.07E-16
5.01E-03,-7.55E-17,,7.23E-03,-1.70E-16,,5.40E-03,-2.55E-16,,4.75E-03,-3.35E-16,,2.96E-03,-4.07E-16
5.02E-03,-7.56E-17,,7.28E-03,-1.70E-16,,5.43E-03,-2.55E-16,,4.78E-03,-3.35E-16,,2.98E-03,-4.07E-16
5.04E-03,-7.56E-17,,7.33E-03,-1.70E-16,,5.46E-03,-2.55E-16,,4.82E-03,-3.35E-16,,2.99E-03,-4.07E-16
5.06E-03,-7.57E-17,,7.38E-03,-1.70E-16,,5.49E-03,-2.55E-16,,4.86E-03,-3.35E-16,,3.01E-03,-4.07E-16
5.11E-03,-7.59E-17,,7.43E-03,-1.70E-16,,5.53E-03,-2.55E-16,,4.90E-03,-3.35E-16,,3.02E-03,-4.07E-16
5.13E-03,-7.59E-17,,7.49E-03,-1.70E-16,,5.56E-03,-2.55E-16,,4.94E-03,-3.35E-16,,3.04E-03,-4.07E-16
5.14E-03,-7.60E-17,,7.54E-03,-1.71E-16,,5.59E-03,-2.55E-16,,4.98E-03,-3.35E-16,,3.05E-03,-4.08E-16
5.17E-03,-7.61E-17,,7.59E-03,-1.71E-16,,5.63E-03,-2.55E-16,,5.02E-03,-3.35E-16,,3.07E-03,-4.08E-16
5.21E-03,-7.62E-17,,7.65E-03,-1.71E-16,,5.66E-03,-2.55E-16,,5.06E-03,-3.36E-16,,3.08E-03,-4.08E-16
5.22E-03,-7.62E-17,,7.71E-03,-1.71E-16,,5.70E-03,-2.55E-16,,5.10E-03,-3.36E-16,,3.10E-03,-4.08E-16
5.23E-03,-7.63E-17,,7.76E-03,-1.71E-16,,5.73E-03,-2.55E-16,,5.14E-03,-3.36E-16,,3.11E-03,-4.08E-16
5.25E-03,-7.63E-17,,7.81E-03,-1.71E-16,,5.77E-03,-2.55E-16,,5.18E-03,-3.36E-16,,3.13E-03,-4.08E-16
5.26E-03,-7.64E-17,,7.87E-03,-1.71E-16,,5.80E-03,-2.55E-16,,5.22E-03,-3.36E-16,,3.15E-03,-4.08E-16
5.27E-03,-7.64E-17,,7.93E-03,-1.71E-16,,5.84E-03,-2.55E-16,,5.26E-03,-3.36E-16,,3.16E-03,-4.08E-16
5.28E-03,-7.64E-17,,7.99E-03,-1.71E-16,,5.87E-03,-2.55E-16,,5.30E-03,-3.36E-16,,3.18E-03,-4.08E-16
5.29E-03,-7.65E-17,,8.04E-03,-1.71E-16,,5.91E-03,-2.55E-16,,5.35E-03,-3.36E-16,,3.19E-03,-4.08E-16
5.31E-03,-7.65E-17,,8.10E-03,-1.71E-16,,5.95E-03,-2.56E-16,,5.39E-03,-3.36E-16,,3.21E-03,-4.08E-16
5.35E-03,-7.67E-17,,8.16E-03,-1.72E-16,,5.98E-03,-2.56E-16,,5.43E-03,-3.36E-16,,3.23E-03,-4.08E-16
5.36E-03,-7.67E-17,,8.22E-03,-1.72E-16,,6.02E-03,-2.56E-16,,5.48E-03,-3.36E-16,,3.24E-03,-4.08E-16
5.37E-03,-7.67E-17,,8.28E-03,-1.72E-16,,6.06E-03,-2.56E-16,,5.52E-03,-3.36E-16,,3.26E-03,-4.08E-16
5.38E-03,-7.68E-17,,8.34E-03,-1.72E-16,,6.10E-03,-2.56E-16,,5.56E-03,-3.36E-16,,3.27E-03,-4.08E-16
5.40E-03,-7.68E-17,,8.40E-03,-1.72E-16,,6.14E-03,-2.56E-16,,5.61E-03,-3.36E-16,,3.29E-03,-4.08E-16
5.41E-03,-7.69E-17,,8.46E-03,-1.72E-16,,6.18E-03,-2.56E-16,,5.65E-03,-3.36E-16,,3.31E-03,-4.09E-16
5.42E-03,-7.69E-17,,8.52E-03,-1.72E-16,,6.22E-03,-2.56E-16,,5.70E-03,-3.37E-16,,3.32E-03,-4.09E-16
5.44E-03,-7.70E-17,,8.58E-03,-1.72E-16,,6.25E-03,-2.56E-16,,5.74E-03,-3.37E-16,,3.34E-03,-4.09E-16
5.45E-03,-7.70E-17,,8.64E-03,-1.72E-16,,6.29E-03,-2.56E-16,,5.79E-03,-3.37E-16,,3.36E-03,-4.09E-16
5.46E-03,-7.70E-17,,8.71E-03,-1.72E-16,,6.34E-03,-2.56E-16,,5.83E-03,-3.37E-16,,3.38E-03,-4.09E-16
5.48E-03,-7.71E-17,,8.77E-03,-1.72E-16,,6.38E-03,-2.56E-16,,5.88E-03,-3.37E-16,,3.39E-03,-4.09E-16
5.52E-03,-7.72E-17,,8.83E-03,-1.72E-16,,6.42E-03,-2.56E-16,,5.93E-03,-3.37E-16,,3.41E-03,-4.09E-16
5.53E-03,-7.72E-17,,8.90E-03,-1.72E-16,,6.46E-03,-2.56E-16,,5.97E-03,-3.37E-16,,3.43E-03,-4.09E-16
5.54E-03,-7.73E-17,,8.96E-03,-1.73E-16,,6.50E-03,-2.56E-16,,6.02E-03,-3.37E-16,,3.44E-03,-4.09E-16
5.56E-03,-7.74E-17,,9.03E-03,-1.73E-16,,6.55E-03,-2.56E-16,,6.07E-03,-3.37E-16,,3.46E-03,-4.09E-16
5.57E-03,-7.74E-17,,9.09E-03,-1.73E-16,,6.59E-03,-2.56E-16,,6.11E-03,-3.37E-16,,3.48E-03,-4.09E-16
5.58E-03,-7.74E-17,,9.16E-03,-1.73E-16,,6.63E-03,-2.57E-16,,6.16E-03,-3.37E-16,,3.49E-03,-4.09E-16
5.59E-03,-7.74E-17,,9.22E-03,-1.73E-16,,6.68E-03,-2.57E-16,,6.21E-03,-3.37E-16,,3.51E-03,-4.09E-16
5.60E-03,-7.75E-17,,9.29E-03,-1.73E-16,,6.72E-03,-2.57E-16,,6.25E-03,-3.37E-16,,3.53E-03,-4.09E-16
5.61E-03,-7.75E-17,,9.36E-03,-1.73E-16,,6.77E-03,-2.57E-16,,6.30E-03,-3.37E-16,,3.54E-03,-4.09E-16
5.62E-03,-7.75E-17,,9.42E-03,-1.73E-16,,6.82E-03,-2.57E-16,,6.35E-03,-3.37E-16,,3.56E-03,-4.09E-16
5.62E-03,-7.75E-17,,9.49E-03,-1.73E-16,,6.86E-03,-2.57E-16,,6.39E-03,-3.37E-16,,3.58E-03,-4.10E-16
5.63E-03,-7.75E-17,,9.56E-03,-1.73E-16,,6.91E-03,-2.57E-16,,6.44E-03,-3.38E-16,,3.59E-03,-4.10E-16
5.64E-03,-7.76E-17,,9.63E-03,-1.73E-16,,6.96E-03,-2.57E-16,,6.49E-03,-3.38E-16,,3.61E-03,-4.10E-16
5.65E-03,-7.76E-17,,9.69E-03,-1.73E-16,,7.01E-03,-2.57E-16,,6.54E-03,-3.38E-16,,3.63E-03,-4.10E-16
5.68E-03,-7.77E-17,,9.76E-03,-1.73E-16,,7.05E-03,-2.57E-16,,6.58E-03,-3.38E-16,,3.65E-03,-4.10E-16
5.73E-03,-7.79E-17,,9.83E-03,-1.74E-16,,7.10E-03,-2.57E-16,,6.63E-03,-3.38E-16,,3.66E-03,-4.10E-16
5.74E-03,-7.79E-17,,9.90E-03,-1.74E-16,,7.16E-03,-2.57E-16,,6.68E-03,-3.38E-16,,3.68E-03,-4.10E-16
5.75E-03,-7.79E-17,,9.97E-03,-1.74E-16,,7.20E-03,-2.57E-16,,6.73E-03,-3.38E-16,,3.70E-03,-4.10E-16
5.76E-03,-7.79E-17,,1.00E-02,-1.74E-16,,7.25E-03,-2.57E-16,,6.77E-03,-3.38E-16,,3.71E-03,-4.10E-16
5.76E-03,-7.79E-17,,1.01E-02,-1.74E-16,,7.30E-03,-2.57E-16,,6.82E-03,-3.38E-16,,3.73E-03,-4.10E-16
5.77E-03,-7.80E-17,,1.02E-02,-1.74E-16,,7.36E-03,-2.57E-16,,6.87E-03,-3.38E-16,,3.75E-03,-4.10E-16
5.79E-03,-7.80E-17,,1.02E-02,-1.74E-16,,7.41E-03,-2.57E-16,,6.91E-03,-3.38E-16,,3.76E-03,-4.10E-16
5.81E-03,-7.81E-17,,1.03E-02,-1.74E-16,,7.46E-03,-2.58E-16,,6.96E-03,-3.38E-16,,3.78E-03,-4.10E-16
5.86E-03,-7.82E-17,,1.04E-02,-1.74E-16,,7.52E-03,-2.58E-16,,7.01E-03,-3.38E-16,,3.79E-03,-4.10E-16
5.87E-03,-7.82E-17,,1.04E-02,-1.74E-16,,7.57E-03,-2.58E-16,,7.05E-03,-3.38E-16,,3.81E-03,-4.10E-16
5.87E-03,-7.83E-17,,1.05E-02,-1.74E-16,,7.63E-03,-2.58E-16,,7.10E-03,-3.38E-16,,3.83E-03,-4.11E-16
5.88E-03,-7.83E-17,,1.06E-02,-1.74E-16,,7.68E-03,-2.58E-16,,7.15E-03,-3.39E-16,,3.84E-03,-4.11E-16
5.89E-03,-7.83E-17,,1.06E-02,-1.74E-16,,7.74E-03,-2.58E-16,,7.19E-03,-3.39E-16,,3.86E-03,-4.11E-16
5.90E-03,-7.83E-17,,1.07E-02,-1.74E-16,,7.79E-03,-2.58E-16,,7.24E-03,-3.39E-16,,3.87E-03,-4.11E-16
5.91E-03,-7.84E-17,,1.08E-02,-1.74E-16,,7.85E-03,-2.58E-16,,7.29E-03,-3.39E-16,,3.88E-03,-4.11E-16
5.91E-03,-7.84E-17,,1.09E-02,-1.74E-16,,7.91E-03,-2.58E-16,,7.33E-03,-3.39E-16,,3.89E-03,-4.11E-16
5.92E-03,-7.84E-17,,1.09E-02,-1.75E-16,,7.97E-03,-2.58E-16,,7.38E-03,-3.39E-16,,3.91E-03,-4.11E-16
5.94E-03,-7.84E-17,,1.10E-02,-1.75E-16,,8.02E-03,-2.58E-16,,7.42E-03,-3.39E-16,,3.93E-03,-4.11E-16
5.97E-03,-7.85E-17,,1.11E-02,-1.75E-16,,8.08E-03,-2.58E-16,,7.47E-03,-3.39E-16,,3.94E-03,-4.11E-16
6.00E-03,-7.86E-17,,1.12E-02,-1.75E-16,,8.15E-03,-2.58E-16,,7.51E-03,-3.39E-16,,3.95E-03,-4.11E-16
6.01E-03,-7.86E-17,,1.12E-02,-1.75E-16,,8.21E-03,-2.58E-16,,7.55E-03,-3.39E-16,,3.97E-03,-4.11E-16
6.02E-03,-7.87E-17,,1.13E-02,-1.75E-16,,8.27E-03,-2.58E-16,,7.60E-03,-3.39E-16,,3.99E-03,-4.11E-16
6.03E-03,-7.87E-17,,1.14E-02,-1.75E-16,,8.33E-03,-2.58E-16,,7.64E-03,-3.39E-16,,4.00E-03,-4.11E-16
6.04E-03,-7.87E-17,,1.15E-02,-1.75E-16,,8.39E-03,-2.58E-16,,7.69E-03,-3.39E-16,,4.01E-03,-4.11E-16
6.04E-03,-7.87E-17,,1.15E-02,-1.75E-16,,8.46E-03,-2.58E-16,,7.73E-03,-3.39E-16,,4.03E-03,-4.11E-16
6.05E-03,-7.88E-17,,1.16E-02,-1.75E-16,,8.52E-03,-2.59E-16,,7.77E-03,-3.40E-16,,4.05E-03,-4.12E-16
6.07E-03,-7.88E-17,,1.17E-02,-1.75E-16,,8.59E-03,-2.59E-16,,7.81E-03,-3.40E-16,,4.06E-03,-4.12E-16
6.08E-03,-7.88E-17,,1.18E-02,-1.75E-16,,8.65E-03,-2.59E-16,,7.85E-03,-3.40E-16,,4.07E-03,-4.12E-16
6.10E-03,-7.89E-17,,1.19E-02,-1.75E-16,,8.72E-03,-2.59E-16,,7.90E-03,-3.40E-16,,4.08E-03,-4.12E-16
